THEME,SINGULAR,PLURAL,SINGULAR_SHORT,PLURAL_SHORT,CATEGORY,PLURAL_URL
recreation,Hotel mit Erholungsangeboten in der Nähe,Hotels mit Erholungsangeboten in der Nähe,Hotel,Hotels,property_type,HotelErholung
restaurant,Hotel mit Restaurant,Hotels mit Restaurants,Hotel,Hotels,property_type,HotelRestaurant
rockybeach,Hotel in der Nähe von felsigen Stränden,Hotels in der Nähe von felsigen Stränden,Hotel,Hotels,property_type,HotelFelsStrand
rollerskating,Hotel mit Rollschuhlaufen in der Nähe,Hotels mit Rollschuhlaufen in der Nähe,Hotel,Hotels,property_type,HotelRollschuh
roomservice,Hotel mit Zimmerservice,Hotels mit Zimmerservice,Hotel,Hotels,property_type,HotelZimmerserv
hotel,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
hotels,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
downtown,Hotel im Zentrum,Hotels im Zentrum,Hotel,Hotels,property_type,Hotels_Zentrum
airport,Hotel in der Nähe vom Flughafen,Hotels in der Nähe vom Flughafen,Hotel,Hotels,property_type,HotelsFlughafen
dancing,Hotel mit Tanzmöglichkeiten in der Nähe,Hotels mit Tanzmöglichkeiten in der Nähe,Hotel,Hotels,property_type,Hotels
booking,Hotel buchen,Hotels buchen,Hotel,Hotels,property_type,HotelsBuchung
chinatown,Hotel in Chinatown,Hotels in Chinatown,Hotel,Hotels,property_type,HotelsChinatown
islands,Hotel auf einer Insel,Hotels auf Inseln,Hotel,Hotels,property_type,Hotels_Inseln
jungle,Hotel im Dschungel,Hotels in Dschungeln,Hotel,Hotels,property_type,HotelsDschungel
lake,Hotel am See,Hotels an Seen,Hotel,Hotels,property_type,Hotels_See
rainforest,Hotel im Regenwald,Hotels in Regenwäldern,Hotel,Hotels,property_type,HotelsRegenwald
river,Hotel am Fluss,Hotels an Flüssen,Hotel,Hotels,property_type,Hotels_Fluss
benefit,Hotelvorteil,Hotelvorteile,Hotel,Hotels,property_type,Hotels_Vorteil
benefits,Hotelvorteil,Hotelvorteile,Hotel,Hotels,property_type,Hotels_Vorteil
near,Hotel in der Nähe,Hotels in der Nähe,Hotel,Hotels,property_type,Hotels_Nähe
booking|hotel,Hotel buchen in,Hotels buchen in,Hotel,Hotels,property_type,Hotels_Buchen
airconditioning,Hotel mit Klimaanlage,Hotels mit Klimaanlage,Hotel,Hotels,property_type,Hotels_Klima
art,Hotel in der Nähe von Kunst,Hotels in der Nähe von Kunstgalerien und Museen,Hotel,Hotels,property_type,Hotels_Kunst
balcony,Hotel mit Balkon,Hotels mit Balkonen,Hotel,Hotels,property_type,Hotels_Balkon
banquet,Hotel für Bankett,Hotels für Bankette,Hotel,Hotels,property_type,Hotels_Bankette
barbecue,Hotel mit Grillplatz in der Nähe,Hotels mit Grillplatz in der Nähe,Hotel,Hotels,property_type,Hotels_Grillen
bargain|hotel,Hotel-Schnäppchen,Hotels Schnäppchen,Hotel,Hotels,property_type,Schnäppchen
baseball,Hotel für Baseballfans,Hotels für Baseballfans,Hotel,Hotels,property_type,Hotels_Baseball
biking,Hotel mit Fahrradstrecken in der Nähe,Hotels mit Fahrradstrecken in der Nähe,Hotel,Hotels,property_type,Hotels_Fahrrad
boating,Hotel mit Schifffahrten in der Nähe,Hotels mit Schifffahrten in der Nähe,Hotel,Hotels,property_type,Hotels_Schiffe
bowling,Hotel mit Bowlingbahn in der Nähe,Hotels mit Bowlingbahnen in der Nähe,Hotel,Hotels,property_type,Hotels_Bowling
buffet,Hotel mit Buffet,Hotels mit Buffets,Hotel,Hotels,property_type,Hotels_Buffet
business,Hotel für Geschäftsreise,Hotels für Geschäftsreisen,Hotel,Hotels,property_type,Hotel_Geschäft
canoeing,Hotel mit Kanufahren in der Nähe,Hotels mit Kanufahren in der Nähe,Hotel,Hotels,property_type,Hotels_Kanu
castle,Hotel in der Nähe von einem Schloss,Hotels in der Nähe von Schlössern,Hotel,Hotels,property_type,Hotels_Schloss
caveexploring,Hotel in der Nähe von Höhlen,Hotels in der Nähe von Höhlen,Hotel,Hotels,property_type,Hotel_Höhlen
cheese,Hotel für Käseliebhaber,Hotels für Käseliebhaber,Hotel,Hotels,property_type,Hotels_Käse
churches,Hotel in der Nähe einer Kirche,Hotels in der Nähe von Kirchen,Hotel,Hotels,property_type,Hotels_Kirchen
cocktails,Hotel in der Nähe einer Cocktailbar,Hotels in der Nähe von Cocktailbars,Hotel,Hotels,property_type,Hotels_Cocktail
coffee,Hotel mit Kaffee,Hotels mit Kaffee,Hotel,Hotels,property_type,Hotel_Kaffee
couple,Hotel für Paare,Hotels für Paare,Hotel,Hotels,property_type,Hotels_Paare
culture,Hotel in der Nähe von Kulturstätten,Hotels in der Nähe von Kulturstätten,Hotel,Hotels,property_type,Hotels_Kultur
design,Einzigartig designte Hotels,Einzigartig designte Hotels,Hotel,Hotels,property_type,Hotels_Design
dining,Hotel mit gastronomischen Angebot,Hotels mit gastronomischen Angebot,Hotel,Hotels,property_type,Hotels_Gastro
diving,Hotel in der Nähe von Tauchplätzen,Hotels in der Nähe von Tauchplätzen,Hotel,Hotels,property_type,Hotels_Tauchen
dolphins,Hotel in der Nähe von Delfinbeobachtungen,Hotels in der Nähe von Delfinbeobachtungen,Hotel,Hotels,property_type,Hotels_Delfine
easter,Hotel für die Osterzeit,Hotels für die Osterzeit,Hotel,Hotels,property_type,Hotels_Ostern
event,Hotel für Veranstaltungen,Hotels für Veranstaltungen,Hotel,Hotels,property_type,Hotels_Veranstaltungen
ferry,Hotel in der Nähe einer Fähre,Hotels in der Nähe von Fähren,Hotel,Hotels,property_type,Hotels_Fähren
fishing,Hotel in der Nähe von Angelgewässern,Hotels in der Nähe von Angelgewässern,Hotel,Hotels,property_type,Hotels_Angeln
flowers,Hotel in der Nähe von Blumengärten,Hotels in der Nähe von Blumengärten,Hotel,Hotels,property_type,Hotels_Blumen
football,Hotel für Footballfans,Hotels für Footballfans,Hotel,Hotels,property_type,Hotels_Football
forests,Hotel in der Nähe von Wäldern,Hotels in der Nähe von Wäldern,Hotel,Hotels,property_type,Hotel_Wälder
refrigerator,Hotel mit Kühlschrank,Hotels mit Kühlschränken,Hotel,Hotels,property_type,Kühlschrank
friendlypeople,Hotel mit netten Leuten,Hotels mit netten Leuten,Hotel,Hotels,property_type,Hotels_Nett
gardens,Hotel in der Nähe von Gärten,Hotels in der Nähe von Gärten,Hotel,Hotels,property_type,Hotel_Gärten
glaciers,Hotel in der Nähe von Gletschern,Hotels in der Nähe von Gletschern,Hotel,Hotels,property_type,Hotels_Glestscher
hiking,Hotel in der Nähe von Wandermöglichkeiten,Hotels in der Nähe von Wandermöglichkeiten,Hotel,Hotels,property_type,Hotels_Wandern
hockey,Hotel für Hockeyfans,Hotels für Hockeyfans,Hotel,Hotels,property_type,Hotels_Hockey
holiday,Hotel für die Feiertage,Hotels für die Feiertage,Hotel,Hotels,property_type,Hotels_Feiertag
hunting,Hotel in der Nähe von Jadgmöglichkeiten,Hotels in der Nähe von Jadgmöglichkeiten,Hotel,Hotels,property_type,Hotels_Jagd
internet,Hotel mit Internet,Hotels mit Internet,Hotel,Hotels,property_type,Hotels_Internet
jacuzzi,Hotel mit Jacuzzi,Hotels mit Jacuzzis,Hotel,Hotels,property_type,Hotels_Jacuzzi
jazz,Hotel in der Nähe von Jazzaufführungen,Hotels in der Nähe von Jazzaufführungen,Hotel,Hotels,property_type,Hotels_Jazz
kayaking,Hotel in der Nähe von Kajaktouren,Hotels in der Nähe von Kajaktouren,Hotel,Hotels,property_type,Hotels_Kajak
kitchenette,Hotel mit Kochnische,Hotels mit Kochnischen,Hotel,Hotels,property_type,Hotels_Küche
kitesurfing,Hotel in der Nähe von Kitesurfen,Hotels in der Nähe von Kitesurfen,Hotel,Hotels,property_type,Hotels_Kitesurf
laundryfacilities,Hotel mit Wäscherei,Hotels mit Wäschereien,Hotel,Hotels,property_type,Hotels_Wäsche
lgbtfriendly,LGBT-freundliches Hotel,LGBT-freundliche Hotels,Hotel,Hotels,property_type,Hotels_LGBT
library,Hotel in der Nähe einer Bibliothek,Hotels in der Nähe von Bibliotheken,Hotel,Hotels,property_type,Hotels_Bücherei
marina,Hotel in der Nähe des Jachthafens,Hotels in der Nähe des Jachthafens,Hotel,Hotels,property_type,Hotel_Hafen
massage,Hotel mit Spa,Hotels mit Spas,Hotel,Hotels,property_type,Hotels_Massage
museums,Hotel in der Nähe von Museen,Hotels in der Nähe von Museen,Hotel,Hotels,property_type,Hotels_Museen
musicals,Hotel in der Nähe eines Musiktheaters,Hotels in der Nähe von Musiktheatern,Hotel,Hotels,property_type,Hotels_Musicals
nature,Hotel in der Nähe der Natur,Hotels in der Nähe der Natur,Hotel,Hotels,property_type,Hotels_Natur
hotel|near,Hotel in der Nähe von,Hotels in der Nähe von,Hotel,Hotels,property_type,Hotels_Nähe
hotel|nearme,Hotel in Ihrer Nähe,Hotels in Ihrer Nähe,Hotel,Hotels,property_type,Hotels
zoo,Hotel in der Nähe des Zoos,Hotels in der Nähe von Zoos,Hotel,Hotels,property_type,Hotels_nahe_Zoo
nearby,Hotels in der Nähe,Hotels in der Nähe,Hotel,Hotels,property_type,Hotels_Nahe
nosmokingpolicy,Hotel mit Rauchverbot,Hotels mit Rauchverbot,Hotel,Hotels,property_type,Rauchverbot
opera,Hotel in der Nähe der Oper,Hotels in der Nähe von Opern,Hotel,Hotels,property_type,Hotels_Oper
outdoorpool,Hotel mit Außenpool,Hotels mit Außenpool,Hotel,Hotels,property_type,Hotel_Außenpool
palace,Hotel in der Nähe von Palästen,Hotels in der Nähe von Palästen,Hotel,Hotels,property_type,Hotel_Paläste
patio,Hotel mit Innenhof,Hotels mit Innenhöfen,Hotel,Hotels,property_type,Hotels
poolsidebar,Hotel mit Poolbar,Hotels mit Poolbars,Hotel,Hotels,property_type,Hotels_Poolbar
port,Hotel in der Nähe von Häfen,Hotels in der Nähe von Häfen,Hotel,Hotels,property_type,Hotels_Häfen
rafting,Hotel in der Nähe von Raftingmöglichkeiten,Hotels in der Nähe von Raftingmöglichkeiten,Hotel,Hotels,property_type,Hotels_Rafting
rowing,Hotel in der Nähe von Rudermöglichkeiten,Hotels in der Nähe von Rudermöglichkeiten,Hotel,Hotels,property_type,Hotels_Rudern
running,Hotel in der Nähe von Laufstrecken,Hotels in der Nähe von Laufstrecken,Hotel,Hotels,property_type,Hotels_Laufen
scubadiving,Hotel in der Nähe von Möglichkeiten zum Gerätetauchen,Hotels in der Nähe von Möglichkeiten zum Gerätetauchen,Hotel,Hotels,property_type,Hotels_Tauchen
seafood,Hotel in der Nähe mit Essen von Fisch und Meeresfrüchten,Hotels in der Nähe mit Essen von Fisch und Meeresfrüchten,Hotel,Hotels,property_type,Hotels_Fisch
shopping,Hotel in der Nähe von Einkaufsmöglichkeiten,Hotels in der Nähe von Einkaufsmöglichkeiten,Hotel,Hotels,property_type,Hotels_Einkauf
sightseeing,Hotel in der Nähe von Sightseeing-Möglichkeiten,Hotels in der Nähe von Sightseeing-Möglichkeiten,Hotel,Hotels,property_type,Hotels_Sightsee
ski,Hotel in der Nähe von Skimöglichkeiten,Hotels in der Nähe von Skimöglichkeiten,Hotel,Hotels,property_type,Hotels_Ski
sledding,Hotel in der Nähe von Rodelbergen,Hotels in der Nähe von Rodelbergen,Hotel,Hotels,property_type,Hotels_Rodeln
smoking,Hotel das Rauchen erlaubt,Hotels die Rauchen erlauben,Hotel,Hotels,property_type,Hotels_Rauchen
